index,Age,Gender,Ethnicity,Hair Style,Hair Color,Hair Length,Eye Color,Body Type,Dress
danbooru_4187627_f5f223dfa12f3dd5a9f7166cecf96886.txt_0,4,0,3,12,0,0,1,0,16
danbooru_2793441_cc2b243a0eefa5e6dce7d9bc190f8432.txt_0,3,0,1,13,1,0,3,7,32
danbooru_4889717_8f3da7fb9054b672c4b975304addacfb.txt_1,7,1,5,10,10,2,2,7,11
danbooru_1628264_2cf20aec10c29a4f7a93bd34b5e667b0.txt_0,2,0,3,12,3,2,3,4,23
danbooru_2208533_6b01034250518ae1a4edefa1036778c8.txt_0,3,0,3,2,6,0,12,8,20
danbooru_2784861_88c6a816f1328249a518e9e7ad9a00a1.txt_0,0,0,2,4,1,0,3,1,0
danbooru_2721317_19b2414ef7d6d3c0a9a60078d4c5d237.txt_0,3,0,1,4,9,0,11,7,14
danbooru_1702431_533841a042b7d05c40b3402a329e3b61.txt_0,2,0,3,4,0,0,1,1,0
danbooru_1457230_31a3c2cf73692938cbd2722d90316fb6.txt_0,2,0,0,4,0,0,1,8,0
danbooru_5846750_38530c9e2656acc517fd1cd5da141cfa.txt_1,7,1,3,10,0,2,11,0,13
danbooru_4696460_1576bc78986c5e98787a7a5dd459a336.txt_1,7,1,5,12,0,0,14,7,18
danbooru_4883789_353419f1f669cd854e3243445b2512a6.txt_1,7,0,0,10,3,2,3,7,11
danbooru_1079117_daf0cefc12ddc98f3309bf9b409c4934.txt_0,2,0,3,4,0,0,1,7,23
danbooru_2174498_02a8e5550e5dc22667938ee4c0252c43.txt_0,3,0,3,4,0,0,11,8,16
danbooru_5383207_532bbc59e7655b2cd21f58c445fbe76d.txt_1,1,0,5,1,7,2,4,7,24
danbooru_1531194_ee368564c3211697aa5cf04234c4c3aa.txt_0,2,0,3,4,0,0,3,4,19
danbooru_5320703_d3ec1887033720caa51a1e1e6982ce96.txt_1,1,0,5,7,7,1,4,8,2
danbooru_2774441_2f0f20c6bb4665789c2227a82ddb5110.txt_0,0,0,1,4,1,0,3,7,14
danbooru_1431958_9250492e155250ea631886968d261231.txt_0,7,0,5,4,2,0,5,1,5
danbooru_1583308_3702eab44aa3b5596078c5f6a872323c.txt_0,7,0,3,4,0,0,3,8,13
danbooru_1440635_bb00c9ed10bea80998abc599e01cb8db.txt_0,2,0,3,4,0,0,3,4,23
danbooru_2719285_ece0b64f16f535d0a941aa063bfc7019.txt_0,3,0,2,13,9,0,2,7,14
danbooru_5262785_6086d01ad1d1bf50800dec642c29d79e.txt_1,7,0,5,12,0,2,4,8,23
danbooru_1424584_661434bdaa62ff0a14d61452b6c358ab.txt_0,2,0,3,4,0,0,9,7,8
danbooru_4889711_7959283c436e6dcbf3578f8223868596.txt_1,5,1,3,10,10,2,2,7,10
danbooru_1783346_333e05315e638119ec00e5d907836caf.txt_0,2,0,3,4,1,0,2,7,23
danbooru_5506138_75400621a9e142e39e9dfe6dd642c3d4.txt_1,7,0,0,12,3,2,1,0,26
danbooru_4623986_fae4bbc4d60945ddf2bd8238563db29c.txt_1,0,1,3,12,0,2,1,4,13
danbooru_5935562_48b3e043eeac8085bc6b0afccc2c45e7.txt_1,7,0,3,2,6,0,4,0,12
danbooru_4415089_62f25645451b1fca2b2b9551f218f443.txt_0,7,1,5,10,10,2,2,7,11
danbooru_1427694_c853b0a7266d2d5f459af3adc1075349.txt_0,2,0,0,4,0,0,3,7,17
danbooru_1651214_caa68b4adf94cf831d487d0229d6c0e9.txt_0,2,0,3,4,1,0,2,7,23
danbooru_5320356_519439e69a41978272da98883237b542.txt_1,7,0,5,12,0,0,11,8,31
danbooru_5280957_4a9f33cb58a64e759bdcfb4374e9af1e.txt_1,0,0,5,1,0,0,5,8,10
danbooru_1490178_ebdc84a47ab9e8974c4642fdc6b6edb7.txt_0,2,0,3,12,3,2,3,4,3
danbooru_2762309_a8dfa400f576425959738745574858ba.txt_0,3,0,3,4,7,0,4,7,11
danbooru_5909719_0b66f97c39c3fc8dd0b0b8af44caf972.txt_1,6,0,5,7,7,1,4,9,25
danbooru_1141323_cb570c00da017a321e85dc1ab756cc67.txt_0,2,0,3,4,0,0,1,4,19
danbooru_2723203_0c2395788bd834a471b80c5bd7ce4df0.txt_0,3,0,0,13,0,0,2,7,25
danbooru_5813507_1372be17a26825a2acab160ae9cef397.txt_1,8,1,5,10,1,2,2,7,4
danbooru_2807590_18b91af5f3c32c781cdef203673905e8.txt_0,0,0,3,4,4,0,2,7,18
danbooru_5794148_2dd024073f9be12f38b68dd0599ecd39.txt_1,7,1,3,12,0,2,3,0,28
danbooru_5544575_170fd275b67948eb4357918060b61eca.txt_1,1,0,5,12,7,0,12,9,23
danbooru_1556360_de7408085f29abec3d67ec7570c2a5ca.txt_0,2,0,3,10,3,2,3,7,24
danbooru_5816293_d26df33780dcf85ccb1006606c304957.txt_1,7,1,3,10,1,2,2,7,30
danbooru_1401340_b9b103e3ae71b6604d64349737b62003.txt_0,2,0,3,4,2,0,4,8,36
danbooru_2811239_dd37a8d9ab973d004b4ba9029b6954e1.txt_0,0,0,3,4,3,0,2,7,18
danbooru_4586471_606dd9c8160dd99e7ee69406774a0d33.txt_1,7,0,5,4,1,0,2,9,10
danbooru_5040383_b95f1cd28826f2378000eff86b68de22.txt_1,5,1,3,12,0,2,4,7,7
danbooru_5811257_74a725c80b8eb9cec30e3207689b4840.txt_1,0,1,5,10,0,2,3,0,28
danbooru_1402312_2ac67b31c94559b501176fdff39bb1e5.txt_0,2,0,5,4,0,0,11,4,32
danbooru_2324564_634ca034152ca8a6ccf37e5446c20f8d.txt_0,3,0,3,12,0,0,2,7,23
danbooru_3702991_0a9f354412a7307299b36f8ea1bba033.txt_0,4,0,0,4,0,0,1,8,0
danbooru_2282930_97609811f1293697d6e49cdf0c9585eb.txt_0,3,0,0,9,3,2,3,4,18
danbooru_4790462_71b3aa0a8d0660a62ff1a407f5ee982e.txt_1,7,1,5,10,10,2,2,8,35
danbooru_2831941_acaa06fd067901c57c9ef37ef91e1343.txt_0,3,0,3,10,0,2,5,7,13
danbooru_5672431_4b7000e69725f0f641ca39bb7d0e6c65.txt_1,1,0,5,5,7,1,4,9,23
danbooru_1568621_d577ac55b41ca31c6c7c52ae55806f0f.txt_0,2,0,3,4,0,0,3,4,24
danbooru_5791652_19baf71f593c3938fda9ad260005f034.txt_1,5,1,3,12,1,2,2,7,12
danbooru_2237110_abbd9405d71f559b54f59cdb7f57869a.txt_0,3,0,3,4,0,0,1,1,24
danbooru_2724480_faca4d54da2aa656bab87952a30336f4.txt_0,3,0,3,4,1,0,0,7,0
danbooru_5417613_9b302d310e2de2267d66c622c86fcc75.txt_1,7,0,0,4,0,0,11,7,30
danbooru_2717691_f55222f55c42c1763e8e3e18c3157a74.txt_0,3,0,3,4,4,0,2,8,0
danbooru_5289146_531e0cec6b3874d734abbff82737891f.txt_1,0,0,5,4,7,1,4,7,23
danbooru_1384122_a28fe928a098e40f71bd4a9deb8a332f.txt_0,2,0,5,12,0,0,9,4,34
danbooru_2409564_94e96033bacbf846d38489082707f7d3.txt_0,3,0,0,12,1,0,2,1,0
danbooru_1520553_548bcaac29dcaac07d54cdb5132717c4.txt_0,2,0,3,4,4,0,14,8,21
danbooru_4761215_6e34b04f861f95720184669215e8d74d.txt_1,7,0,3,10,3,2,3,0,23
danbooru_5386845_cbc0355e952aac5d36a160cad71ae3a4.txt_1,7,1,5,11,0,2,2,0,23
danbooru_4449551_d330014d0a7b3dedbf1f3c5a4d505771.txt_0,7,1,3,12,0,2,5,0,13
danbooru_5382750_bd5fe3941e2cdf5a0cfd1f0716d47d42.txt_1,1,0,5,12,7,0,4,7,23
danbooru_2721896_e7a6dfb3f9c7bba3a5de7ded3884f408.txt_0,3,0,3,4,4,0,2,8,20
danbooru_3358818_aa9fa5e103f55322493cda13070ceb1f.txt_0,4,0,3,10,3,2,2,4,23
danbooru_4425567_15ec4c0d0bb785b9fa80f9d35b1ec9cf.txt_0,5,0,3,4,1,0,2,7,24
danbooru_469663_46b0e7c2a632030a6a80e7cd952381b3.txt_1,5,0,3,4,0,0,1,7,22
danbooru_5961743_64ec11121d3f4f6f3629b2ce6345d597.txt_1,7,0,3,12,3,2,3,7,23
danbooru_1772980_9dc94d02ac445cb5d8ba1d21af5e45de.txt_0,7,0,0,12,3,0,3,1,4
danbooru_4756008_71dc47803897312e48ccd387e5d2ae9d.txt_1,7,0,0,5,3,2,3,8,4
danbooru_5940686_c5e370507aed91cd348a918495c5a3f6.txt_1,0,0,5,5,7,1,12,9,36
danbooru_5427979_f5fccf3197b16369eface007b846c805.txt_1,0,0,0,9,0,0,4,0,11
danbooru_3844386_7765692e68c3ea4065d16fcec86053d7.txt_0,0,0,5,4,0,3,11,9,24
danbooru_5454880_f1ad81b3b4309d44c0929b2b1d86d1a4.txt_1,7,1,5,12,0,1,2,0,18
danbooru_5923225_b384b5a7b6a6354689b398e6ae15dc66.txt_1,8,1,3,10,1,2,2,7,9
danbooru_470116_e4768f2f75a37e37be19b07fc7395f4b.txt_1,5,0,3,12,0,0,3,7,19
danbooru_5790181_6837ac93b1c21ca9081d8e6a89e0576c.txt_1,0,0,5,4,3,1,11,1,31
danbooru_4375870_5b8be271295ed2bb090f02d5dc341269.txt_0,7,0,5,2,7,0,11,1,24
danbooru_4260225_186c6a9e3edf01861a410d69f08d0b6a.txt_0,4,0,3,10,3,2,3,8,23
danbooru_5791929_2c835b07338d9ff06b183468e2a531ef.txt_1,0,1,5,10,3,2,2,0,25
danbooru_2746575_99a02d64bf13fdea026ac95241a375f6.txt_0,3,0,3,12,0,2,10,7,24
danbooru_3581563_d5bfc7de5ad13352c0dec87cc2ca9088.txt_0,4,0,4,4,0,0,2,6,24
danbooru_1445971_d72da5bb1852f59aca46e3b3e38b64d7.txt_0,2,0,3,4,7,0,9,4,22
danbooru_5851139_b0c2cda30d9c77e38d2583fdc044cf69.txt_1,8,1,3,10,0,2,4,0,4
danbooru_2756620_e70eb5057a53b69b6a225d226c7ea3c9.txt_0,3,0,2,4,1,0,3,8,0
danbooru_1301417_c39d971dfee4fd726133b987e80db65c.txt_0,2,0,5,10,0,2,14,9,19
danbooru_4910124_e026c93a0b9ae211e6030ac6b0961240.txt_1,6,1,3,12,0,0,12,9,13
danbooru_1316806_5c93e4438194f78a81e2b17c68b5ecce.txt_0,7,0,3,4,3,0,6,5,23
danbooru_5965903_df93d9b81a73cabd75d7fa832c89d18e.txt_1,0,1,5,10,4,2,12,9,12
danbooru_4766123_d63d34013f3ea254c192109c084bfbdd.txt_1,0,1,5,10,10,2,2,0,4
danbooru_5808778_4ebc0f2380090fc40775ddec5e6b2e5f.txt_1,7,1,3,10,1,2,2,7,4
danbooru_5834926_a6b0db8d2090601ecec7a6155cb50d9d.txt_1,7,0,5,12,0,0,11,7,2
danbooru_4549446_1be63088e9ce63eb76159ffa17bfb25a.txt_1,5,0,3,4,1,0,2,7,23
danbooru_5331858_fcc0c4eff1aec4ff04af553c6271bad1.txt_1,1,0,5,9,7,2,4,8,1
danbooru_4231062_da1127702b773aed8c6dcb014fedefd6.txt_0,7,1,5,10,0,2,2,8,11
danbooru_4787493_f57a292621c482a9acfd344cf93696c5.txt_1,7,1,5,10,0,2,3,0,10
danbooru_2722014_5aa6835e4482b605f9d4edafa95c45f7.txt_0,3,0,0,4,4,0,2,7,24
danbooru_1238860_7cb8cb70a22cefc53259c3420f6dc6cb.txt_0,2,0,3,4,1,0,0,4,10
danbooru_5386854_10fcd9a67ea3c23dc7e4c0a9c45362f9.txt_1,5,1,3,12,0,2,2,7,23
danbooru_5899113_70561a49458b53a0eb7e7978c43da22e.txt_1,7,0,3,4,3,0,1,7,2
danbooru_1802432_3832a318cff6f987bcdef2a6e3c6e93d.txt_0,7,0,3,12,7,2,9,7,26
danbooru_5291127_e4d9bd088394f3c30df7276a33634457.txt_1,7,0,3,12,6,2,8,7,7
danbooru_4634567_e81f95789979a2267f1c1b0cd4a03948.txt_1,7,1,5,10,0,2,2,7,11
danbooru_5639102_1869d32ca4090361c3cd26d5ed9d7835.txt_1,1,0,5,5,3,1,3,9,23
danbooru_469064_98d34d4e476870f70b899274dc8e6547.txt_1,5,0,3,12,0,0,11,7,23
danbooru_1642914_8ed69ebe59e9adddd9e98ef9626ef66f.txt_0,2,0,3,12,3,1,3,4,20
danbooru_2732433_6fb9b24d398370aea808fcf25275fd84.txt_0,3,0,0,4,4,0,2,7,0
danbooru_5587294_557a2607e22c3513e4e398b1c95888bb.txt_1,1,0,5,4,7,0,12,1,1
danbooru_5262830_71cdd48f1ceedeeb030a7ae61b888b63.txt_1,0,1,5,12,1,2,4,0,28
danbooru_4419231_d1e1a495f846ac7b2fb6cc1301050855.txt_0,5,0,3,12,0,0,7,7,23
danbooru_5375532_6d3a8b3a87603d4ac6eae8d9730d443f.txt_1,6,0,5,4,9,0,11,9,2
danbooru_2729354_9be90f0cf75f35271e6604a560179965.txt_0,3,0,3,4,4,0,2,4,11
danbooru_2745593_83ea70baf8fba5f95227dd4eef64ca60.txt_0,3,0,5,10,8,2,10,1,0
danbooru_5848449_d41d04170caf121e9dd095dee5138c20.txt_1,7,1,5,10,1,2,2,8,25
danbooru_4426743_43c98115e08646e7c7f89615c404e57a.txt_0,0,1,5,10,1,2,2,7,28
danbooru_5456684_896706bab208178350f551ac17c4a63d.txt_1,5,1,3,12,0,1,4,7,23
danbooru_5521640_ef3f57849e1b01e118f080172e78f555.txt_1,7,0,3,10,3,2,14,1,16
danbooru_1393940_da5c7d81fb5a9ab31319c284654c3f5d.txt_0,2,0,5,4,1,0,5,7,27
danbooru_5414890_8d5b4f55fd191386973e3851d63b7839.txt_1,7,1,3,11,9,2,8,4,30
danbooru_469135_0355266341d00f6fed83a6081942ecad.txt_1,5,1,0,12,0,0,4,0,15
danbooru_2718320_76b6669803cdf3e1ae1d9fce1f8620d4.txt_0,3,0,5,4,4,0,2,7,18
danbooru_2746625_2de949b9529541d8ec17c8fb371e2f49.txt_0,3,0,5,4,4,0,2,7,18
danbooru_5833263_e29e0ceaf052e7098432d99f1b79932a.txt_1,0,0,5,12,0,1,4,0,3
danbooru_5262796_8fad1baf4716da8a3964d5ecafdd97f0.txt_1,1,1,5,12,0,0,12,9,23
danbooru_5331483_84325a27775b9c3bd149319f57bbc3fd.txt_1,0,0,5,1,0,1,11,9,2
danbooru_2720992_394b11ae49706b1d93bee0f9f469f733.txt_0,3,0,1,4,1,0,4,7,14
danbooru_5814115_750ab8df766038dda921537634b086c9.txt_1,7,1,5,10,1,2,2,8,4
danbooru_2771878_cacc3db3900ff04bc72309a5c3c56b4f.txt_0,3,0,3,4,4,0,2,7,24
danbooru_2765357_e81b3adfb20525b6e2f68030abab5076.txt_0,3,0,1,4,1,0,3,7,0
danbooru_5740669_f52236b3bc6db84e2e5a5fdf72914130.txt_1,0,1,0,4,10,0,2,8,24
danbooru_5511016_6f8ebc7aa20d62a22c0a91d235eb1057.txt_1,0,0,5,2,9,0,10,7,29
danbooru_5384301_c4aed5628d0b5e1fc7e437635789085a.txt_1,7,1,5,11,0,2,4,9,23
danbooru_4256143_2dc56e6c738c7dcb113c305511321f35.txt_0,7,1,3,10,0,2,1,7,33
danbooru_1398841_96806f8177af96a09eee78bc6cddb8c6.txt_0,2,0,3,4,0,0,3,4,26
danbooru_2725548_3ca092af9ac9f127fba0e546c4341852.txt_0,3,0,0,4,10,0,0,8,33
danbooru_5107035_24dde4beaf1208b7f084aabc66a8fd4c.txt_1,7,0,0,12,3,2,3,7,23
danbooru_1149226_71526ac68f6d23dbe416652e0ba74a20.txt_0,2,0,3,12,1,0,4,7,24
danbooru_5811268_1815494dea983f00d85cfc29be9dc444.txt_1,0,1,5,10,1,2,12,9,30
danbooru_5808527_4c9e939d96de3edd8762093a999df27b.txt_1,0,1,3,10,0,2,3,3,28
danbooru_2831984_39cecb8cbc34a848c8132f01a51277b7.txt_0,6,0,3,10,0,2,12,9,13
danbooru_4224479_928b27de256c0a887e411d257c4231cb.txt_0,7,0,0,2,0,0,3,1,19
danbooru_3368749_a8681abd93446571c47e9d3e8feb0e98.txt_0,4,0,3,12,0,0,11,7,23
danbooru_5263848_53831d139da458d8e6fc3f62887535ee.txt_1,7,1,5,12,0,2,5,0,10
danbooru_5757814_a75e46cd69285e4ca928d11873c501ee.txt_1,1,0,5,9,7,0,4,8,25
danbooru_5757042_e3adbac62e5eaeee6c99fe16aaccd3c7.txt_1,5,1,3,10,0,2,3,7,28
danbooru_1175774_1502df055359aa2d51206ea19df097f3.txt_0,2,0,3,4,0,0,4,8,17
danbooru_4534539_13bb9d740ef70c32c8f03f3150377ef1.txt_1,5,1,3,10,0,2,2,7,7
danbooru_5940199_d57da19c17d551aa574f116dcbc0d4d8.txt_1,5,0,5,13,7,1,4,7,2
danbooru_5324151_e4ebc814ee7a894dfc3f37a0544683ba.txt_1,1,1,5,11,0,2,2,8,23
danbooru_5482542_07a3ddc5a53b59c2b1cccb9b5648cade.txt_1,7,0,5,13,7,0,4,7,23
danbooru_5513021_ca0f721dbe65a18e0a2a5da862dc7e94.txt_1,0,1,5,12,0,1,2,3,18
danbooru_2277704_916e806a54e62e3f506421c5c5690644.txt_0,3,0,3,12,3,1,1,7,23
danbooru_4078970_7e20e50f8074cf1404d6c7a40246611e.txt_0,4,0,3,4,1,0,2,1,23
danbooru_5591422_2cc9c987f03ead281cc231a219532315.txt_1,7,0,5,9,7,0,4,2,23
danbooru_1724972_e65bda565e28b71657586ae46124caa9.txt_0,2,0,3,12,1,0,2,7,22
danbooru_5241411_bf5a3a872fa4eb3805c7b49bfb8ad492.txt_1,7,1,5,12,0,2,2,0,11
danbooru_5111911_40f8a4a4321ae44528ede5bb439800d6.txt_1,5,0,3,10,3,1,3,7,23
danbooru_1843310_1e89e02e9ee9798a4f77c49da660e0ef.txt_0,2,0,3,4,0,0,3,7,18
danbooru_1422977_d5ceacdb07edea208529b4d9db357fa4.txt_0,2,0,3,2,0,0,2,7,24
danbooru_2056754_9f1fc3f25b651b32442c33df23aa6b38.txt_0,3,0,3,12,1,0,4,7,0
danbooru_1936135_1a1f4a4c64028b2bbddf3f7aea7cf13d.txt_0,3,0,3,10,3,2,3,7,10
danbooru_5290520_896194b6f835f12f272682d67b7f3654.txt_1,0,0,5,5,7,1,4,7,23
danbooru_4138767_3296974284f7b2333994a788495fef8e.txt_0,5,0,3,4,3,0,3,7,23
danbooru_2723198_0068f9c3018a8fa035fddf1256450736.txt_0,3,0,0,13,0,0,2,7,25
danbooru_5813606_c000709e1dd95e9f220127fb0e845ba7.txt_1,0,1,5,10,0,2,5,0,28
danbooru_5814025_21bc980b1b6b43cd173e5e945ea75c88.txt_1,7,1,3,12,1,2,2,0,4
danbooru_1216281_ab50a9183ba129fc928d45188708416d.txt_0,2,0,3,12,2,0,2,7,36
danbooru_2432218_91dc0298b90aaacde3d7612c2da99575.txt_0,3,0,3,12,1,1,4,4,13
danbooru_4237117_54c6b9e9b62a6156afdef38065e216e9.txt_0,7,1,3,1,0,0,1,7,13
danbooru_5724337_d1118470b642552622189732f75b945d.txt_1,1,0,5,9,7,0,4,1,2
danbooru_2232588_c5c0f29a289f071b8f98d9b397486910.txt_0,3,0,3,10,3,2,3,4,13
danbooru_5811444_edb0611d7c33dd79af81a683d04e3668.txt_1,7,1,5,10,1,2,4,0,4
danbooru_2779712_3df6f65fa4590db5bc5a61a9ab0a256f.txt_0,3,0,2,13,1,0,3,7,0
danbooru_5848631_470c3fc861e9267478bb22399e88fc21.txt_1,7,1,5,10,1,2,2,0,25
danbooru_2764178_b583d454aefa0206c2a7d4e143d92116.txt_0,3,0,1,4,1,0,3,7,0
danbooru_5506837_0ae9fab2afcee200b3c93c65efa87c2e.txt_1,0,0,5,12,0,0,3,7,1
danbooru_5922958_b353e82f048b4373eebefc9ede17f622.txt_1,7,1,3,6,0,2,1,0,12
danbooru_4910917_cd50b1891ed3295feb17244693fec353.txt_1,5,0,3,4,3,1,7,6,23
danbooru_5340267_56e5eb12c01c37c76d218b2ec4e894ff.txt_1,7,0,5,4,0,0,9,1,24
danbooru_5431435_12e07d525454c06ba1622de20fced0fe.txt_1,7,1,5,10,0,2,2,7,24
danbooru_5471912_3bdc16aab02f6916aa11ba239c3f76a8.txt_1,0,0,5,5,7,1,4,9,36
danbooru_2721511_e19edb83a9e5f2c1b8177c228b772cae.txt_0,3,0,3,4,4,0,2,4,11
danbooru_2964904_caa95bcad33557fced12a15260aac035.txt_0,3,0,0,13,3,0,3,7,21
danbooru_2730057_d20f6952e3f77f1282cbc832147c3b9f.txt_0,3,0,0,4,4,0,2,7,0
danbooru_5408367_9378401fe2ce2a0bf8876bb17db5e768.txt_1,1,0,5,7,7,0,12,9,20
danbooru_4643035_c1234ec706c5c71fec5b8b5b56b3d1b7.txt_1,5,0,3,10,3,2,3,7,23
danbooru_1902536_76e6d44ca57ae0abb5ea9ac1d6279151.txt_0,3,0,0,4,0,0,1,1,0
danbooru_1265820_1f32e608fb94fb1afdcf7aa2fc552322.txt_0,2,0,3,4,1,0,0,1,0
danbooru_5814126_4592bd2ad3557be424d3a081a1eb9b62.txt_1,7,1,3,10,1,2,2,7,4
danbooru_2769193_c82dd71692d988e513f199fbb80e5242.txt_0,3,0,3,4,10,0,2,8,24
danbooru_5850599_4e616c66c63c1824491c4b373728ef1b.txt_1,7,1,3,10,0,2,3,0,28
danbooru_5391860_dbdc28e495ed2fb8e45b96563392bc73.txt_1,7,0,5,5,3,1,8,8,23
danbooru_1394942_4f4a8383815c44445a9bd8288858199a.txt_0,2,0,3,4,0,0,10,4,8
danbooru_2736768_e01f04e4b68e4b1658d1312082c359ef.txt_0,3,0,5,13,7,0,2,7,20
danbooru_1511322_92ab8118d43070730c397d89c7022f72.txt_0,2,0,3,4,0,0,4,8,0
danbooru_1081278_9a8bf34c194af32710bc83f639d5d5f7.txt_0,2,0,3,4,0,0,1,7,23
danbooru_2781507_fe68e2e953d1fa919584ab3ff6181406.txt_0,0,0,5,2,8,1,10,7,0
danbooru_5210979_c3c69d332bd973e0d2863a5c723ec392.txt_1,7,1,5,10,0,2,12,9,10
danbooru_5735640_9a04ac38383f4519ad819bbf8c0cfebf.txt_1,1,0,3,10,7,2,4,8,23
danbooru_2766364_46584a60337012ca638fa5c4db7112f8.txt_0,3,0,3,4,7,0,7,4,33
danbooru_1776551_31ade7453b95c95b7610ae8df61a680e.txt_0,2,0,3,12,3,1,3,4,18
danbooru_1401328_b9d83a0507c71f5296714ba83e0c9fcd.txt_0,2,0,3,4,0,0,3,7,13
danbooru_1398336_22a18bc985e63b64c2acf80cb65b74c5.txt_0,2,0,3,4,4,0,5,8,24
danbooru_1743802_d4ecf669e5013dbad90513506a51c130.txt_0,2,0,0,4,3,0,3,7,23
danbooru_1842793_e4fbfd6a3473f73441877f73b8b61a1d.txt_0,2,0,3,4,0,0,3,4,22
danbooru_5794249_dd2ff0067defc6c272099f8c205d7f53.txt_1,7,1,5,10,0,2,2,7,25
danbooru_4160375_aad5757a9bb5df416a18b9ea0da61c92.txt_0,7,0,0,10,3,2,3,7,16
danbooru_5320139_260e1fa491f21631b4c51d18052604b5.txt_1,7,0,5,12,0,0,11,7,31
danbooru_3935989_cce63aeca704abc6a398479e3f5fe6b5.txt_0,4,0,3,4,1,0,2,8,23
danbooru_5757834_a56cf72d7471119af4ec98502b22984d.txt_1,1,0,5,9,7,0,4,9,36
danbooru_5850962_de200515039fa9fe9598884187d3f03f.txt_1,7,1,3,10,0,2,3,0,4
danbooru_5330840_1a9a96f8f659dc668bace81231c16836.txt_1,0,0,5,1,10,2,11,7,6
danbooru_5825792_74f239b6d360c736b85c56cb453716d0.txt_1,5,0,5,4,7,0,12,9,23
danbooru_5341753_915411101288be26e3d26e72e139dd78.txt_1,1,0,3,1,7,0,4,7,24
danbooru_5383905_a60595cae4394d469ae650ba0c5af0e8.txt_1,5,0,5,13,7,0,4,8,23
danbooru_1509860_3f91260e2e26c2d80817c2caf9d26638.txt_0,2,0,0,4,0,0,1,1,32
danbooru_1725425_d853028e79425d95ae630c20c4566b71.txt_0,2,0,3,4,1,0,2,1,0
danbooru_5202794_e8e056a7ccc15f0e65f2012b2acaafc0.txt_1,5,0,3,4,0,0,1,7,23
danbooru_4575027_f6824de7c25d4ae97ce7691f14364ced.txt_1,7,0,0,4,0,0,1,7,2
danbooru_2749050_82eefa5e718847079611de9c2242d2c4.txt_0,3,0,5,4,4,0,0,7,0
danbooru_5461006_5e6cdca09f733f6ea18cf72dbc41dc0c.txt_1,7,1,5,10,7,2,3,0,10
danbooru_5453474_fef47bb2354c35b827164eec9b4b0f1f.txt_1,1,0,5,10,7,2,12,9,23
danbooru_5434027_507cc2af594d94ce4da9037a0f2f45db.txt_1,5,0,5,12,7,2,4,7,23
danbooru_1276476_094f41ba585b8a1a759ae74cb466ff99.txt_0,2,0,3,4,3,0,2,7,24
danbooru_5921123_3d96e82a4cb43ecd511c4b16488fb432.txt_1,5,1,3,12,0,2,2,7,25
danbooru_2738480_67369fab7ca174509932f50be97d8633.txt_0,3,0,3,4,4,0,2,7,20
danbooru_5763815_613dd0e215592456d0bb9291e492d071.txt_1,8,1,5,10,1,2,6,0,28
danbooru_1199032_5aa558bc60ac672871377fdf669c379d.txt_0,2,0,3,4,6,0,0,7,24
danbooru_5441304_cddbe37612e1383ff5af66d72867db04.txt_1,7,0,5,10,0,2,12,1,0
danbooru_5306243_e56d0dd2019b23d003c5caf3a96ebf8b.txt_1,7,0,5,3,6,0,4,9,2
danbooru_5589294_730d9a5d637576c18985ef5e5dbeda1c.txt_1,7,0,5,12,7,2,4,7,23
danbooru_4406585_933fcba1265ec6d64064b333c26fcdea.txt_0,7,1,5,12,1,2,2,7,11
danbooru_1330748_f3a3dde7f89a0dfd722e9d5e1bccda6a.txt_0,2,0,3,4,0,0,11,7,8
danbooru_5850868_176cc56d708ce5d87a7d2bc5c68ebf2d.txt_1,7,1,5,10,0,2,12,9,4
danbooru_2817805_e6f893a7616b00a4567c03b0a16fb40a.txt_0,3,0,0,4,3,0,2,7,25
danbooru_5448589_badcc433826b3c7d410554255838339c.txt_1,8,1,5,10,10,2,2,0,11
danbooru_5763894_8d962349cc77283d8fa490656c3dcf2e.txt_1,7,1,3,10,1,2,2,0,6
danbooru_2861601_29b6845d7fb3225d5cc08717dad09cfb.txt_0,3,0,0,4,4,0,2,7,6
danbooru_4299105_c3d0d6ec403a089fe15cf753ba8494e9.txt_0,0,1,5,10,1,2,2,0,28
danbooru_2225392_ca6b7fd26d63fdc3a0eb0545ed356bbb.txt_0,3,0,5,12,0,0,11,7,2
danbooru_2734511_bab392fc840db091c3973fced57cefd4.txt_0,0,0,3,4,4,0,2,7,20
danbooru_1144442_b4655cbb18b3485360e069621609a3c3.txt_0,2,0,5,4,9,0,10,1,34
danbooru_5749129_7e610dea4cfc7012582f1beffd02daab.txt_1,7,1,5,10,3,2,2,0,12
danbooru_5708275_1a7456dcf55841cc5a0cb1b96808fe3a.txt_1,7,1,0,11,0,2,2,4,25
danbooru_1454560_dd99f73c5995fc204bf0eef4bf089886.txt_0,7,0,3,4,1,0,2,1,0
danbooru_1688475_66ef938cad650cb7fce3059a88cc5988.txt_0,2,0,3,12,3,2,3,7,23
danbooru_4492978_6549542d6f254bb96aaf86ef28fa98f5.txt_0,7,1,5,11,0,2,1,7,7
danbooru_2714564_169d811bf23c538902d7b39e8ef380cd.txt_0,3,0,5,4,4,0,0,4,20
danbooru_1158577_05899836c1b94afdde012c4370105803.txt_0,2,0,5,4,0,0,10,4,26
danbooru_2723368_06ff67e141f9201ed0b96e066a072797.txt_0,0,0,0,4,4,0,2,7,20
